ID,label,review
3398,Positive,20th senchery mainQadam qalam our quloob per Alam Geer mehnat ager Kisi ne Ki he to Wo Ap hain
3399,Negative,Khuda kaley aik fool topic py mat larain
3400,Positive,Wo aaj bhi kisi drame ke set par hon to nihayat inkasari aur piyar ke sath apne juniors ko apna fan aik ustad ki tarha muntaqil kar rahe hote hain
3401,Negative,Min haisul qoam ham sab hejray hein
3402,Negative,Asliat kuch mukhtalif thi
3403,Positive,Lekin jab Sir Hashim ne kuch official baat karna shuru ki to andaza huwa k koi khatra nahi tha
3404,Positive,Hindustani art cinemas ke qad aawar artists ki top of the list murattab ki jae to Farooq Sheikh ka naam yaqeeni taur par is mien shamil ho ga
3405,Negative,bhai nhi baji kaho D D
3406,Positive,Masha Allah cute nice Both Mola Salamt or Khosh o Aabad Rakhy
3407,Positive,Hazrat jee mera bhi salam qabool karen
3408,Negative,Chooorrr dakoooo lutaryyyy sharifa family
3409,Positive,Awla kaam kerdia hai agar bach gae hongy to khudi baaz ajain gaye r yaad rakhy gae k last time bund pay fire wajy thy ab nahe kerna
3410,Negative,behnaa ni shareef hoskti
3411,Negative,Bajawar lal musjid hafia sedeqi imal kasi abdul sallam zaif 4000 pakhtoon gar masmar karna taliban bichna musharaf farviz musharaf he
3412,Negative,yeh bacha nihqyat batmeez or dramay baaz ha i hate this kid isy pehly b kch shows ma dekh chuka hun
3413,Negative,Kuch bhi nahi pata bus uski personality pasand hai tumhay jiski waja sey itni mari ja rahi ho
3414,Positive,Is se Bhar kar or kia chahye k Allah Taala Apna dedar atta kary
3415,Negative,Beshumar lanat is kafir pe latka do isko
3416,Positive,Apki soch ko 21 topo ki salami
3417,Negative,UNHY jinsi toor br harasa krny ki kosis nhi blky aye roz unhy harasa kea jata hy
3418,Negative,tharky baba ki bat sach hony wali h
3419,Positive,Raja gidh novel ki khaliq Bano Qudsiya Urdu ki maroof adeeba hai
3420,Negative,Hahahaha ach paanje grp me chugli kroon thaa
3421,Positive,Wow great talent Masha Allah
3422,Positive,Wo munfarid aur barhe records ke maalik hain
3423,Positive,Ap bht Khbsoorat lg rhe ho
3424,Positive,Murshid aik tawajjah ki nazar mujh par bhe
3425,Negative,wukla tehreek kay daouran mazole Chief justice Iftekhar Muhammad Chaudhry ki bahali kay leye Nawaz Sharif nay bhar pur balkay kalidi kirdar ada keya iss kay alawa NRO jaisay badnam zamana qanun ko parliament say manzoor nahi karwanay kay silsilay mein bhi Mian Sahab ka kirdar sab say zayadah ahmeyat kay hamil raha
3426,Positive,Agar nai kar sakty tu un mein jo thora behtar lagta ha us Ko vote daina pary ga
3427,Negative,bilkul hee kachra kisam ka necklace tha yay halka sa paseena anay k baad is ka color hee ur gya pura biklul hee na kabil ay istamaal ban gya yay isay utha k kachray may paink dia mainay to bilkul hee baykaar tareen cheez hai yay
3428,Negative,Roooo swar k roo
3429,Negative,Ahle Khana Ne PS Shara e Faisal Me Report Jama Kara Di
3430,Negative,or mara tujha marna ko karta ha
3431,Positive,Apni bhar pur awaz mardana wajahat aur purtasur chehre ke bais wo pheli hi nazar mein nazreen ko bha gaye
3432,Negative,G nh kmeeniyo m shreef dekhti nh hu b
3433,Positive,Javed Miandad ne kahi munfarid records apne naam kiye woh musalsal 6 world cup mein hissa lene wale wahid khilari hain aur in mudad chand khilariuon mein se kia jin ki test matches mein euns banane ki average kabhi 50 se niche nahi ai 2009 mein Imran khan aur Hanif Mohammad ka sath inhein 1CC ka Hall of Fame mein shamil kiya gaya
3434,Negative,pse to mai kabi na bolon tumhe
3435,Positive,Is azeem kaam mein unhen jo kamyabi nasib hoi wo yaqenan heratnak hai
3436,Positive,Allah pak Aap ka Saya tadyr tamam mkhloqat pr qaim rky Ameen
3437,Positive,salam dear bht he acha phon hy muje kal he rcvd hua hy thenk u daraz
3438,Positive,Iss tara Ansar Burney ko kai baras tek jailon ki surat hal aur qaidyon ki halat zar ka chasm deed moshaheda ker ney ka moqa mil gea unhon ney qaid khaney hi mein yeh faisla ker lea kay jab bhi rahai mili bea gunah aur mazloom quidyon ki najat key leyeh koi adara quaim kerein gein
3439,Negative,Iss sey pehlay kay Karachi waalay apni bkwaas ShuRu karr dyn Mai unhay yehi kahoon ga kay Unn ki apni Mandiyoo mai Kuttay bik rhay hyn uss ka Kiyya
3440,Positive,Rana Fawad sb great personALLAH PAK UNHY KHUSH RAKHYAMEEN
3441,Negative,aa keery nikalty hain logon mai happened oftn in gym
3442,Positive,Km se km 2017 me to nahi dekh sakty ager dunia baki rahi to 2100 me shyed sudhar jayn
3443,Positive,Jis ka aiteraf yeh khud bhi karte the
3444,Positive,Ashfaq Ahmed apne dramon mein plot se ziyada mukalmey par zoor dete the aur un ke kiradar taweel guftugo karte the
3445,Positive,Tawaf e Kaba Ko Ay Insan Tere Kamon ki Kia Auqaat Hy Jis K Liye Tu Namaz Ko Chor Deta Hy
3446,Positive,Barthday Mubarak ho sr
3447,Positive,anum tum kini pyari ho
3448,Negative,Mukhtalif Hadsat Main 2 Afrad Janbahaq 9 Zakhmi
3449,Negative,Crane Hadsay K Baad Bin Laden Company Ku Mazeed Kaam Na Milnay Ka Imkan Sath Uhdaydaron K Mulk Chornay Pr Pabandi Aiad
3450,Negative,Nasir Iqbal Aaj ke dor mein khilari beron e mulk ja kar nahi kheel sakte yahan agar kheelna chahein to yahan international tournaments nahi ho rahe zahir hai ke jab ranking behtar hone ke mawaqe mehdod hon ge to aap acha kheel kheel
3451,Negative,Main ne toh tjhe kaha hi nhi Tou khudi dil pe le gya
3452,Positive,Khud shahrukh khan ka is silsile mein yeh kehna hai ke Major General Shahnawaz in ke walid ke azeez the
3453,Positive,Inka har andaaz munfarid aur har roop judagana hai
3454,Negative,Lanat hai kanjron pe
3455,Positive,Means ap k rozay buht acahy guzar rahy ha
3456,Positive,Subhan Allah beshak
3457,Negative,1944 mein Hindustan chor do ki tahreek mein lathi charj ka shikar hoker app ki do paslian toot gayein
3458,Negative,ALLIED SCHOOL PH 1 WALE KEHTE HAN K COURT K ORDER SE HMARA KOI TAALUQ NHI H
3459,Negative,Bhatak rahay hain
3460,Negative,MQM Dehshatgard Hy
3461,Negative,Hahahaha Punjab ban gya Baki Karachi ki kisi ko nhe fikar sai ja rhe hai gadhe khane walle
3462,Negative,abyy bhai rhny du tum ab Qoum 3 basic need sy banti hai Health Education FoodYe roads wghera baad ki batein hai shaoor ki bt hai bss ur kch nhiEk kilo ata deny wala vote le jata hai lkn ye nhi sochty k humen ye ataa khud kamana kon sikhaega
3463,Negative,Giriftar Mulzim Police Ahilkar Nikla Kamran Jail Ki Security Me Tynat Hai Mazamat Pr Bachi Zakhmi Hoyi
3464,Negative,1984 mein jaali refrendam ke dauran aik baar phir giraftar hue aur April 1985 tak jail mein rahe
3465,Positive,Anna Molka Ahmed ke baad ane wale fankaron ne in shah paron se behad istefadah kiya aur art ki taraqi ka bais banne
3466,Negative,Ao logon ko stalk kartay hein
3467,Negative,Nazimabad Me Firing Se 1 Shakhs Janbhaq 2 Zakhmi
3468,Positive,fiqr na faqaa aish kr kaka
3469,Positive,Benazir Bhutto nay doraan e taleem Oxford Union kay intakhabaat mein hissa liya aur union ki president muntakhab hoyein
3470,Negative,Aao gheebat gheebat khelain
3471,Negative,latoo zarf kha se agya
3472,Negative,Jo jo b shamil on sb py lannnnatttt beshumar
3473,Positive,Medical College Jali Degree amp PMDC K Ghaplon Me Dr Asim Ka Hath Ta Teqiqati Idaron K Sath Tawun Karenge
3474,Negative,Tahum hairat angez taur par yeh show nazreen mein wo pazeerai hasil na kar saka
3475,Negative,Qayam e Pakistan ke bad Hashim Khan ne royal air force club mein bahasiat Squash coach molazmet ikhtiyar ki aur khud ko suba sarhad mein hi mahdood kar leya aisa lagta tha ke woh Pakistan ki had tak hi mahsoor hoker rah jaein gey
3476,Positive,jiya ko realize h gaya k sherry us ko support kr skta h mgr hifazat nh
3477,Negative,Kia kahon yar bs
3478,Positive,Ya Allah tauba ke baghair maut na dena ya Allah jab tu hum sy razi hojaye tab bulana Ameen
3479,Positive,1965 ke intekhabat mein Allama Raghib Ahsan ne Madr e Millat Mohtarma Fatima Jinnah ke haq mein aur president Ayub Khan ke khilaf mashraqi Pakistan mein be had kaam kiya
3480,Positive,MashAllah bht cute hain dono
3481,Positive,Q K Mafi Mangne K Bad B
3482,Positive,Imran khan pooray pakistan ke liye soch rahaa hai
3483,Positive,Ya hum sub ka khatma bil khair frmana
3484,Negative,Fazool
3485,Positive,Bht Acha Soap hai n Quick delivered
3486,Positive,Edhi mustaqbil ki taraf dekhte huwe kahte hain woh Pakistan kay har alaqay mein per hospital tameer karna chahte hain
3487,Negative,Tahum is sone ko kundan banana ka sehra Baba e radio Syed Zulfiqar Ali Bukhari ke sir hai jinho ne Mohammed Ali ko apne saya e atifat mein le kar awaaz ki aesi tarash kharash ki ke mulk bhar mein koi bhi sadakar Mohammed Ali ka muqabla na kar sakta tha
3488,Positive,In ka muntakhib karda kalaam samaton ke zariye audience ke adraak o shaoor ki gehraiyon mein apni tamam tar maeyne aafrini ke sath utarta chala jata hai
3489,Positive,Allah hazrat g ko slamat rakhay
3490,Negative,Yar dunia chand py punch gae or hum log abhi yeh sub karny main hi lagy hai kabhi media dikhata hai k yeh larka apni aankhen bht bahir tak nikal sakta hai to kabhi yeh
3491,Negative,in logon ka koi deen iman nahi
3492,Negative,ALLAH walo dars par dehan dain bataon main na lagay
3493,Positive,HahahahahahahahahahahaAy taa teda azlan da sapna ayyy
3494,Negative,Farooq Basketball chor football khela kar P
3495,Positive,Jaya ko bohat se aise kirdar mile jin mein inhe acting ke johar dikhane ka mauqa mila
3496,Positive,Hum dekhenge lazim hai ke hum bhi dekhenge Jab takht giraae jaenge Jab taaj uchale jaenge In nazmon ko apni khobsurat aur munfarid awaaz mein gaa kar Iqbal Bano ne Amar kar diya aur khud bhi Amar ho gai
3497,Positive,Mashallah bhot khoob sir
3498,Positive,Eid Mubarak aapko bhi
3499,Positive,Agar use kisi third person se koi baat maloom hui to use is liye aehmiyat nahi degi kyun ke wo pehle se is ke barey mein janti hai
3500,Negative,Hana yr wo to ata he nhi ha paper me
3501,Negative,Haha ap plz mat pagal bano careem walo ki bato se ye just awam ko bewKof banana janty hain
3502,Positive,Allah madad kare
3503,Positive,Anna Molka Ahmed ki koshishon se Punjab University fine art department jald hi mustehkam ho gaya aur talba ko fine art se khusosi lagao paida ho gaya
3504,Negative,Shora
3505,Positive,Yahan tak ke in ki shohrat ghar ghar pohanch gai bilkhusoos in ka yeh jumla zabaan zadd khaas o aam ho gaya
3506,Negative,16 August 1946 ko jab Muslim League ne Yom e rast iqdaam manaya to hindoun ne Calcutta mein musalmano ke khoon se holi kheli is mauqey par bahesiyat wazeer e aala apne tadbeer se fasadaat ki aag ko ziyada bharakne nahi diya
3507,Negative,Poura ilaaqa jaahil ka jaahil reh gya
3508,Negative,Emma Watson 5 baras ki umer tak apne waldain ke darmiyan alehdgi tak Paris he mein rahi
3509,Negative,Saeed Khan apni bkwas apny pas rakho
3510,Negative,hahaha mera baag bhi jata sth r koi janny wala b nhi tha us din route mn
3511,Negative,Par 6 9 Shiddat Ka Zalzala
3512,Negative,Oh yes Jis ne face pe aata mala hoa hota hai Haina
3513,Positive,jab wo bhi ban gaya to socha k circuit bana hi lo
3514,Negative,Seth chotani ko angrezon ne apni resha dawaniyon aur sarkari aehkamat ke zariye dewaliya kar diya aur wo is sadmey se is daarfani se kooch kar gaey
3515,Positive,hmri jugjmnt kaml ki ha nw
3516,Negative,Banday da puter ban te aqal nu hath paaRamzan hai mere kolo kuj sun na lawi
3517,Negative,Bakwas tareen They don t send actually what you order u guys should stop making fool peoples ghatya colours lowest cloth quality
3518,Positive,Mery ma bap k liye dua karin
3519,Negative,khuda garat karey in logon ko astagfirullha
3520,Positive,Pakistan Me RAW Ki Sargarmiyo Ka Mamla Aqwam e Mutahida Me Uthane Per Ghor
3521,Negative,Lanat Teri zaat par Kutty
3522,Negative,Nae tu b puri jahil meri trha p
3523,Positive,Is tarah Helen Keller ki zindagi mein taleem ka aghaz howa aur baad mein wo mukhtalif marahil te kar ke aik shandar musanifa bani
3524,Positive,1992 hi mein Sadarti Award barae Husan e Karradagi se nawaza gaya
3525,Negative,ye youth k laptop ki screen darmiyaan se hi kion kharab hoti hye
3526,Negative,waja behn Bs jo keh dia wohi hna chahye
3527,Negative,Rajiv Gandhi bomb blast ke natije mein chal base
3528,Positive,Razia Sheer Khan Abhi to mereghar walon ne mujhe har tarh ka support kiya hai
3529,Positive,In ka show Jeena Isi Ka Naam hai dekhne walo mien boat maqbool hua tha
3530,Positive,Agarcha aise artists mein Munni Begum aur Aziz Miyan qawaal ka naam bhi shamil hai
3531,Positive,karachi mai barish ki dua kar dain
3532,Negative,Orange T shirt to change karle bhai
3533,Positive,Salam Shuru k ramzan mai jo dua bataie thi 27 bar prhny ki to us ky mashallah buht faidy hasil hoy hy
3534,Positive,Kaash yeh hamare hukamrano ko bhi samajh aa jae aur adlia ko bhi Allah hum sab per raham farmae Aameen
3535,Negative,Band kar dain es programme ko or es beygharat Sahir Lodhi k ghr the mujrhy karain zara
3536,Positive,Ye naya musawida e qanon mustaqbil mein Pakistan mein khatoon ke muqam aur hoqoq ke taiyon mein bunyadi ahmiyat ka hamil hia
3537,Negative,krna kya hai aur kaisy uper se guzr gya
3538,Positive,Arsal Sab kOo apni jan bachane ka haq ga Jiya TOo tum na q nhi bachai Arsal wohi tOo bachai Tum nhi samjhOo ge
3539,Negative,Azaadi ke bad beshtar arsaa bharti siyasat par congress bhaai rahi aur khud congress par ab Nehru khandaan haavi raha hai
3540,Positive,Allah sain Jannat firdous me alla maqaam day Amjad sabriii kha
3541,Positive,istimal kiya acha laga kafi acha face wash hai
3542,Positive,Helen Keller ki ziyadah tar koshishein apne hi jese degar nabena afrad ke leye waqf thi
3543,Negative,Sirf Sahar ka hi nahin sub morning show bend hony chia Sub fazool hoty hain Sirf make up art hi sekathy hain
3544,Positive,Phela ball kahen short na par jaye is leye ye amoman phela ball tez karte
3545,Negative,Hahahhaah
3546,Negative,hahahahaha D creativity dkho zra
3547,Positive,I haven t eaten any pizza and burger from last two months and
3548,Positive,kia baat hai Asees bhai bht khoob
3549,Positive,Bachion ki moshaqqat begari unki jabri molazmat tahreek nuswan key mozu par un ke moqalat shae hotey rehte hain Asma Jahangir ki do kitabain Angreazi zaban mein shaea ho chuki hain jin ka mozu hadud ordenence aur bachchon ki jabri moshaqqat hay
3550,Negative,Tum siyah rang jo pehnO gy to yaad aaOn ga
3551,Positive,Yah Allah madad permay Ameen
3552,Negative,sakhar waloon se apki chat leak ho gae
3553,Negative,Bharti Riyasat Mein Shadeed Barishon Ky Bais Mukhtalif Hadsat Mein Halakton Ki Tadad 40 Ho Gai
3554,Negative,1960 ki dahai ke agaz mein Azam Khan aur Mohibbullah Khan ki kamyabyon ka silsila jari raha lakin almi cricket se unke rukhset hone ke bad gair mulki khailariyon ne British open per qabza jama leya
3555,Positive,Wohi un ki infaradiyat bana
3556,Positive,yr meri nazarr main tw koi nhi haii R wala
3557,Positive,Ap bht piyaire ho
3558,Negative,Landhi Murgi Khana Pr Firing Se Police Ahelkar Zakhmi
3559,Negative,Preedy Street Per Firing Se 1 Shakhs Zakhmi
3560,Positive,Is hesiyat mein unhon ne pheli bar Anand Bakhshi ko bator nagma nigar film Bhola Admi mein mutarif karwaya aur Kaliyan Ji Anand Ji jori ko sazindon ki jagah se utha kar mosiqaron ki saf mein shamil karane mein aham kirdar ada kiya
3561,Negative,Apny batio ko kharo k hath bachny waly haramekhore ko hisb dana ho ga chife justice murdabad
3562,Positive,Akhir kar British open title Mohibullah ke hisse mein 1962 mein aya yeh sabit qadmi ki fatah thi
3563,Positive,Pir Pagara Pakistan ke wahid politician the jin ki har jamat ke siyasi o mazhabi rehnuma izzat o takreem karte the
3564,Positive,Halat zara sanbhali to sabiq Saddar Asif Ali Zardari ne Malala ko hawai ambulance ke zarye Birmingham England bhej diya jahan Malala ko Malka Elizabeth hospital mein dakhil kara diya gaya
3565,Positive,I love Lahore qalandars or ma agy bhi Lahore ko sport karo ga qk Lahore Lahore hai g
3566,Positive,Hum allama saqib raza mustafai or Molana Tariq Jameel or Azad Jameel ko sunty hyn kuky ya Kisi firqay ki bat nhe krty mohabbat daty hyn jab ya log bolty Han banday ko hosh he nhe rahta kya bolty Han bolty Han to duniya kharid lyty Han
3567,Positive,bhai kya kehnay
3568,Negative,To phir inho ny q itni bola hoa hijab k liye
3569,Positive,Main neeva mera murshad uchaa
3570,Positive,Yr tym pta chali kb ata raat m
3571,Positive,Maroof siasatdan Sheikh Rasheed hamesha is baat ka dawa karte hai ke tamam siyasat daan GHQ ki nursery mein peida huye aur parwarish pae lekin is jumle ke sath woh aik aur jumle ka izafa kar sakte hain siwae Jahangir Badar ke
3572,Negative,Karachi K Hawalay Se Ehem Mulaqatein Bhi Mutawaqa
3573,Negative,Cheap se cheap gaane gaate hai hm
3574,Positive,Jazak ALLAH mashaAllah subhan Allah is tohfay ka shukria InshaAllah hazri lazmi hu ge
3575,Negative,BaaKi baCHi END LayA h iSS daFa 3
3576,Negative,Plzzzzzz is drama ka end na karan hum tv
3577,Negative,Landhi Dawood Ch Per Tanker Ki Van Ko Takkar Se 8 Afrad Zakhmi
3578,Positive,Is cook ne steven ki harkaat mein gher mamoli phurti dekhte hue steven ko martial art ki bunyadi technique sikhai
3579,Positive,Ghazi Barotha aur Gwadar bandergha jaisay mansubay shuru keye gaye
3580,Positive,Magar yeh actor apne maddahon ke dilon mien aur apni films mien hamesha zinda rahega
3581,Negative,Hacksbay Se 2 Afrad Ki Doobi Hui Lashen Mili Tadad 7 Ho Gai 9 Lapata
3582,Positive,Intikhab Alam jo apne zamane mein behtareen leg spanner the wo leg spin bowling ko cricket mein mushkil tareen art samajhte hain jis mein maharat ke leye un ke khayal mei bohat ziyadah mashq aur maharat ki zarorat hoti hai
3583,Negative,17 February 2006 ko Salman Khan ko nadir o nayab kale hiran black deer ke shikar ke jurm mein adalat ne aik saal qeed ki saza sunai tahum is fasle par appeal ke doran un ki saza par amal dar aamad rok diya gaya ye case ta hal Salman Khan ke leye dar e sar bana howa hai
